Data_Year,Quarter,FUEL_TYPE,ZIP,Number of Vehicles
2023,Q1,Electric,90278,166
2023,Q1,Hydrogen,90278,2
2023,Q1,PHEV,90278,33
2023,Q1,Electric,90280,27
2023,Q1,Hydrogen,90280,6
2023,Q1,PHEV,90280,14
2023,Q1,Electric,90290,27
2023,Q1,PHEV,90290,13
2023,Q1,Electric,90291,97
2023,Q1,Hydrogen,90291,1
2023,Q1,PHEV,90291,21
2023,Q1,Electric,90292,118
2023,Q1,PHEV,90292,24
2023,Q1,Electric,90293,32
2023,Q1,Hydrogen,90293,1
2023,Q1,PHEV,90293,7
2023,Q1,PHEV,90295,1
2023,Q1,Electric,90301,2908
2023,Q1,PHEV,90301,162
2023,Q1,Electric,90302,14
2023,Q1,PHEV,90302,5
2023,Q1,Electric,90303,10
2023,Q1,PHEV,90303,4
2023,Q1,Electric,90304,15
2023,Q1,PHEV,90304,3
2023,Q1,Electric,90305,23
2023,Q1,PHEV,90305,3
2023,Q1,Electric,90401,26
2023,Q1,Hydrogen,90401,2
2023,Q1,PHEV,90401,6
2023,Q1,Electric,90402,83
2023,Q1,Hydrogen,90402,1
2023,Q1,PHEV,90402,14
2023,Q1,Electric,90403,92
2023,Q1,Hydrogen,90403,2
2023,Q1,PHEV,90403,13
2023,Q1,Electric,90404,52
2023,Q1,Hydrogen,90404,1
2023,Q1,PHEV,90404,14
2023,Q1,Electric,90405,117
2023,Q1,Hydrogen,90405,1
2023,Q1,PHEV,90405,25
2023,Q1,Electric,90501,72
2023,Q1,Hydrogen,90501,1
2023,Q1,PHEV,90501,14
2023,Q1,Electric,90502,36
2023,Q1,PHEV,90502,5
2023,Q1,Electric,90503,128
2023,Q1,Hydrogen,90503,1
2023,Q1,PHEV,90503,15
2023,Q1,Electric,90504,56
2023,Q1,Hydrogen,90504,1
2023,Q1,PHEV,90504,16
2023,Q1,Electric,90505,128
2023,Q1,Hydrogen,90505,1
2023,Q1,PHEV,90505,26
2023,Q1,Electric,90601,45
2023,Q1,Hydrogen,90601,3
2023,Q1,PHEV,90601,8
2023,Q1,Electric,90602,36
2023,Q1,Hydrogen,90602,1
2023,Q1,PHEV,90602,4
2023,Q1,Electric,90603,29
2023,Q1,Hydrogen,90603,2
2023,Q1,PHEV,90603,6
2023,Q1,Electric,90604,44
2023,Q1,PHEV,90604,10
2023,Q1,Electric,90605,46
2023,Q1,PHEV,90605,10
2023,Q1,Electric,90606,19
2023,Q1,Hydrogen,90606,1
2023,Q1,PHEV,90606,6
2023,Q1,Electric,90620,110
2023,Q1,Hydrogen,90620,1
2023,Q1,PHEV,90620,13
2023,Q1,Electric,90621,105
2023,Q1,Hydrogen,90621,2
2023,Q1,PHEV,90621,20
2023,Q1,Electric,90623,60
2023,Q1,PHEV,90623,4
2023,Q1,Electric,90630,145
2023,Q1,Hydrogen,90630,2
2023,Q1,PHEV,90630,18
2023,Q1,Electric,90631,127
2023,Q1,Hydrogen,90631,2
2023,Q1,PHEV,90631,17
2023,Q1,Electric,90638,116
2023,Q1,PHEV,90638,22
2023,Q1,Electric,90640,66
2023,Q1,PHEV,90640,18
2023,Q1,Electric,90650,96
2023,Q1,Hydrogen,90650,3
2023,Q1,PHEV,90650,30
2023,Q1,Electric,90660,42
2023,Q1,PHEV,90660,13
2023,Q1,Electric,90670,28
2023,Q1,PHEV,90670,3
2023,Q1,Electric,90680,32
2023,Q1,Hydrogen,90680,2
2023,Q1,PHEV,90680,2
2023,Q1,Electric,90701,33
2023,Q1,PHEV,90701,4
2023,Q1,Electric,90703,248
2023,Q1,Hydrogen,90703,2
2023,Q1,PHEV,90703,24
2023,Q1,Electric,90706,54
2023,Q1,Hydrogen,90706,1
2023,Q1,PHEV,90706,9
2023,Q1,Electric,90710,35
2023,Q1,PHEV,90710,5
2023,Q1,Electric,90712,62
2023,Q1,PHEV,90712,11
2023,Q1,Electric,90713,37
2023,Q1,Hydrogen,90713,1
2023,Q1,PHEV,90713,9
2023,Q1,Electric,90715,22
2023,Q1,Hydrogen,90715,1
2023,Q1,PHEV,90715,4
2023,Q1,Electric,90716,2
2023,Q1,Hydrogen,90716,1
2023,Q1,PHEV,90716,3
2023,Q1,Electric,90717,30
2023,Q1,PHEV,90717,8
2023,Q1,Electric,90720,70
2023,Q1,PHEV,90720,18
2023,Q1,Electric,90723,28
2023,Q1,Hydrogen,90723,1
2023,Q1,PHEV,90723,6
2023,Q1,Electric,90731,32
2023,Q1,Hydrogen,90731,1
2023,Q1,PHEV,90731,8
2023,Q1,Electric,90732,34
2023,Q1,Hydrogen,90732,2
2023,Q1,PHEV,90732,11
2023,Q1,Electric,90740,53
2023,Q1,Hydrogen,90740,1
2023,Q1,PHEV,90740,10
2023,Q1,Electric,90742,4
2023,Q1,PHEV,90742,1
2023,Q1,Electric,90743,1
2023,Q1,PHEV,90743,1
2023,Q1,Electric,90744,11
2023,Q1,Hydrogen,90744,2
2023,Q1,PHEV,90744,11
2023,Q1,Electric,90745,64
2023,Q1,Hydrogen,90745,1
2023,Q1,PHEV,90745,15
2023,Q1,Electric,90746,24
2023,Q1,PHEV,90746,3
2023,Q1,Electric,90755,31
2023,Q1,PHEV,90755,6
2023,Q1,PHEV,90801,1
2023,Q1,Electric,90802,58
2023,Q1,PHEV,90802,10
2023,Q1,Electric,90803,66
2023,Q1,PHEV,90803,21
2023,Q1,Electric,90804,23
2023,Q1,PHEV,90804,5
2023,Q1,Electric,90805,60
2023,Q1,Hydrogen,90805,3
2023,Q1,PHEV,90805,8
2023,Q1,Electric,90806,29
2023,Q1,Hydrogen,90806,2
2023,Q1,PHEV,90806,5
2023,Q1,Electric,90807,75
2023,Q1,Hydrogen,90807,2
2023,Q1,PHEV,90807,17
2023,Q1,Electric,90808,117
2023,Q1,PHEV,90808,14
2023,Q1,Electric,90810,19
2023,Q1,PHEV,90810,5
2023,Q1,Electric,90813,15
2023,Q1,PHEV,90813,3
2023,Q1,Electric,90814,25
2023,Q1,PHEV,90814,9
2023,Q1,Electric,90815,73
2023,Q1,PHEV,90815,19
2023,Q1,Electric,91001,99
2023,Q1,Hydrogen,91001,2
2023,Q1,PHEV,91001,29
2023,Q1,Electric,91006,166
2023,Q1,Hydrogen,91006,7
2023,Q1,PHEV,91006,21
2023,Q1,Electric,91007,120
2023,Q1,Hydrogen,91007,1
2023,Q1,PHEV,91007,15
2023,Q1,Electric,91008,6
2023,Q1,Electric,91009,1
2023,Q1,Electric,91010,39
2023,Q1,PHEV,91010,7
2023,Q1,Electric,91011,135
2023,Q1,Hydrogen,91011,2
2023,Q1,PHEV,91011,23
2023,Q1,Electric,91016,93
2023,Q1,Hydrogen,91016,2
2023,Q1,PHEV,91016,18
2023,Q1,Electric,91020,18
2023,Q1,Hydrogen,91020,1
2023,Q1,PHEV,91020,2
2023,Q1,Electric,91024,52
2023,Q1,PHEV,91024,9
2023,Q1,Electric,91030,95
2023,Q1,Hydrogen,91030,2
2023,Q1,PHEV,91030,15
2023,Q1,Electric,91040,50
2023,Q1,Hydrogen,91040,2
2023,Q1,PHEV,91040,15
2023,Q1,Electric,91042,79
2023,Q1,Hydrogen,91042,1
2023,Q1,PHEV,91042,16
2023,Q1,Electric,91066,2
2023,Q1,Electric,91101,63
2023,Q1,PHEV,91101,10
2023,Q1,Electric,91103,41
2023,Q1,Hydrogen,91103,2
2023,Q1,PHEV,91103,12
2023,Q1,Electric,91104,63
2023,Q1,Hydrogen,91104,2
2023,Q1,PHEV,91104,17
2023,Q1,Electric,91105,63
2023,Q1,PHEV,91105,10
2023,Q1,Electric,91106,76
2023,Q1,PHEV,91106,8
2023,Q1,Electric,91107,144
2023,Q1,Hydrogen,91107,1
2023,Q1,PHEV,91107,13
2023,Q1,Electric,91108,106
2023,Q1,PHEV,91108,9
2023,Q1,Electric,91115,1
2023,Q1,Electric,91126,1
2023,Q1,Electric,91201,50
2023,Q1,Hydrogen,91201,1
2023,Q1,PHEV,91201,18
2023,Q1,Electric,91202,77
2023,Q1,Hydrogen,91202,4
2023,Q1,PHEV,91202,20
2023,Q1,Electric,91203,63
2023,Q1,PHEV,91203,17
2023,Q1,Electric,91204,39
2023,Q1,Hydrogen,91204,1
2023,Q1,PHEV,91204,26
2023,Q1,Electric,91205,50
2023,Q1,Hydrogen,91205,4
2023,Q1,PHEV,91205,17
2023,Q1,Electric,91206,104
2023,Q1,Hydrogen,91206,1
2023,Q1,PHEV,91206,17
2023,Q1,Electric,91207,30
2023,Q1,PHEV,91207,11
2023,Q1,Electric,91208,72
2023,Q1,PHEV,91208,23
2023,Q1,Electric,91210,1
2023,Q1,Electric,91214,163
2023,Q1,Hydrogen,91214,3
2023,Q1,PHEV,91214,18
2023,Q1,Electric,91301,106
2023,Q1,Hydrogen,91301,1
2023,Q1,PHEV,91301,24
2023,Q1,Electric,91302,193
2023,Q1,PHEV,91302,39
2023,Q1,Electric,91303,42
2023,Q1,Hydrogen,91303,1
2023,Q1,PHEV,91303,10
2023,Q1,Electric,91304,94
2023,Q1,PHEV,91304,19
2023,Q1,Electric,91306,71
2023,Q1,Hydrogen,91306,1
2023,Q1,PHEV,91306,15
2023,Q1,Electric,91307,109
2023,Q1,PHEV,91307,19
2023,Q1,PHEV,91308,1
2023,Q1,Electric,91311,100
2023,Q1,Hydrogen,91311,2
2023,Q1,PHEV,91311,30
2023,Q1,Electric,91316,112
2023,Q1,PHEV,91316,29
2023,Q1,Electric,91319,1
2023,Q1,Electric,91320,134
2023,Q1,Hydrogen,91320,2
2023,Q1,PHEV,91320,21
2023,Q1,Electric,91321,62
2023,Q1,Hydrogen,91321,2
2023,Q1,PHEV,91321,19
2023,Q1,Electric,91324,62
2023,Q1,Hydrogen,91324,1
2023,Q1,PHEV,91324,9
2023,Q1,Electric,91325,79
2023,Q1,PHEV,91325,12
2023,Q1,Electric,91326,316
2023,Q1,Hydrogen,91326,1
2023,Q1,PHEV,91326,27
2023,Q1,Electric,91331,59
2023,Q1,Hydrogen,91331,4
2023,Q1,PHEV,91331,14
2023,Q1,Electric,91335,102
2023,Q1,Hydrogen,91335,1
2023,Q1,PHEV,91335,19
2023,Q1,Electric,91340,17
2023,Q1,Hydrogen,91340,1
2023,Q1,PHEV,91340,2
2023,Q1,Electric,91342,105
2023,Q1,Hydrogen,91342,1
2023,Q1,PHEV,91342,24
2023,Q1,Electric,91343,97
2023,Q1,Hydrogen,91343,2
2023,Q1,PHEV,91343,26
2023,Q1,Electric,91344,159
2023,Q1,Hydrogen,91344,4
2023,Q1,PHEV,91344,25
2023,Q1,Electric,91345,20
2023,Q1,Hydrogen,91345,1
2023,Q1,PHEV,91345,2
2023,Q1,Electric,91350,178
2023,Q1,PHEV,91350,28
2023,Q1,Electric,91351,56
2023,Q1,PHEV,91351,11
2023,Q1,Electric,91352,53
2023,Q1,Hydrogen,91352,2
2023,Q1,PHEV,91352,14
2023,Q1,Electric,91354,176
2023,Q1,PHEV,91354,17
2023,Q1,Electric,91355,95
2023,Q1,PHEV,91355,23
2023,Q1,Electric,91356,127
2023,Q1,Hydrogen,91356,2
2023,Q1,PHEV,91356,26
2023,Q1,Electric,91359,2
2023,Q1,Electric,91360,100
2023,Q1,PHEV,91360,21
2023,Q1,Electric,91361,79
2023,Q1,Hydrogen,91361,2
2023,Q1,PHEV,91361,15
2023,Q1,Electric,91362,146
2023,Q1,PHEV,91362,39
2023,Q1,Electric,91364,135
2023,Q1,Hydrogen,91364,2
2023,Q1,PHEV,91364,22
2023,Q1,Electric,91367,192
2023,Q1,Hydrogen,91367,4
2023,Q1,PHEV,91367,32
2023,Q1,Electric,91377,92
2023,Q1,Hydrogen,91377,1
2023,Q1,PHEV,91377,9
2023,Q1,Electric,91381,162
2023,Q1,PHEV,91381,14
2023,Q1,Electric,91384,51
2023,Q1,Hydrogen,91384,1
2023,Q1,PHEV,91384,7
2023,Q1,Electric,91387,125
2023,Q1,Hydrogen,91387,1
2023,Q1,PHEV,91387,20
2023,Q1,Electric,91390,50
2023,Q1,Hydrogen,91390,1
2023,Q1,PHEV,91390,9
2023,Q1,Electric,91401,90
2023,Q1,Hydrogen,91401,3
2023,Q1,PHEV,91401,29
2023,Q1,Electric,91402,61
2023,Q1,Hydrogen,91402,1
2023,Q1,PHEV,91402,14
2023,Q1,Electric,91403,111
2023,Q1,Hydrogen,91403,2
2023,Q1,PHEV,91403,26
2023,Q1,Electric,91405,53
2023,Q1,Hydrogen,91405,1
2023,Q1,PHEV,91405,21
2023,Q1,Electric,91406,86
2023,Q1,Hydrogen,91406,1
2023,Q1,PHEV,91406,33
2023,Q1,Electric,91411,38
2023,Q1,Hydrogen,91411,2
2023,Q1,PHEV,91411,16
2023,Q1,Electric,91423,115
2023,Q1,PHEV,91423,30
2023,Q1,Electric,91436,149
2023,Q1,PHEV,91436,21
2023,Q1,Electric,91501,65
2023,Q1,Hydrogen,91501,1
2023,Q1,PHEV,91501,12
2023,Q1,Electric,91502,26
2023,Q1,PHEV,91502,4
2023,Q1,Electric,91504,76
2023,Q1,PHEV,91504,17
2023,Q1,Electric,91505,83
2023,Q1,Hydrogen,91505,1
2023,Q1,PHEV,91505,21
2023,Q1,Electric,91506,38
2023,Q1,PHEV,91506,12
2023,Q1,PHEV,91510,1
2023,Q1,Electric,91521,1
2023,Q1,Electric,91601,75
2023,Q1,Hydrogen,91601,1
2023,Q1,PHEV,91601,24
2023,Q1,Electric,91602,52
2023,Q1,PHEV,91602,15
2023,Q1,Electric,91603,1
2023,Q1,Electric,91604,149
2023,Q1,Hydrogen,91604,1
2023,Q1,PHEV,91604,31
2023,Q1,Electric,91605,83
2023,Q1,Hydrogen,91605,3
2023,Q1,PHEV,91605,22
2023,Q1,Electric,91606,48
2023,Q1,Hydrogen,91606,4
2023,Q1,PHEV,91606,24
2023,Q1,Electric,91607,76
2023,Q1,PHEV,91607,16
2023,Q1,PHEV,91608,1
2023,Q1,Electric,91701,68
2023,Q1,PHEV,91701,10
2023,Q1,Electric,91702,61
2023,Q1,Hydrogen,91702,2
2023,Q1,PHEV,91702,14
2023,Q1,Electric,91706,91
2023,Q1,Hydrogen,91706,3
2023,Q1,PHEV,91706,14
2023,Q1,Electric,91708,79
2023,Q1,PHEV,91708,15
2023,Q1,Electric,91709,421
2023,Q1,Hydrogen,91709,2
2023,Q1,PHEV,91709,34
2023,Q1,Electric,91710,158
2023,Q1,Hydrogen,91710,2
2023,Q1,PHEV,91710,21
2023,Q1,Electric,91711,93
2023,Q1,PHEV,91711,21
2023,Q1,PHEV,91715,1
2023,Q1,Electric,91722,34
2023,Q1,Hydrogen,91722,2
2023,Q1,PHEV,91722,6
2023,Q1,Electric,91723,23
2023,Q1,Hydrogen,91723,2
2023,Q1,PHEV,91723,4
2023,Q1,Electric,91724,68
2023,Q1,Hydrogen,91724,2
2023,Q1,PHEV,91724,7
2023,Q1,Electric,91730,112
2023,Q1,PHEV,91730,33
2023,Q1,Electric,91731,32
2023,Q1,Hydrogen,91731,1
2023,Q1,PHEV,91731,8
2023,Q1,Electric,91732,109
2023,Q1,Hydrogen,91732,3
2023,Q1,PHEV,91732,9
2023,Q1,Electric,91733,40
2023,Q1,Hydrogen,91733,2
2023,Q1,PHEV,91733,2
2023,Q1,Electric,91737,70
2023,Q1,PHEV,91737,12
2023,Q1,Electric,91739,153
2023,Q1,PHEV,91739,25
2023,Q1,Electric,91740,37
2023,Q1,Hydrogen,91740,4
2023,Q1,PHEV,91740,7
2023,Q1,Electric,91741,66
2023,Q1,PHEV,91741,13
2023,Q1,Electric,91744,78
2023,Q1,Hydrogen,91744,2
2023,Q1,PHEV,91744,9
2023,Q1,Electric,91745,175
2023,Q1,Hydrogen,91745,2
2023,Q1,PHEV,91745,20
2023,Q1,Electric,91746,24
2023,Q1,Hydrogen,91746,1
2023,Q1,PHEV,91746,7
2023,Q1,Electric,91748,183
2023,Q1,Hydrogen,91748,3
2023,Q1,PHEV,91748,23
2023,Q1,Electric,91750,65
2023,Q1,Hydrogen,91750,1
2023,Q1,PHEV,91750,13
2023,Q1,Electric,91752,66
2023,Q1,Hydrogen,91752,3
2023,Q1,PHEV,91752,10
2023,Q1,Electric,91754,131
2023,Q1,Hydrogen,91754,1
2023,Q1,PHEV,91754,19
2023,Q1,Electric,91755,80
2023,Q1,Hydrogen,91755,1
2023,Q1,PHEV,91755,9
2023,Q1,Electric,91759,1
2023,Q1,Electric,91761,131
2023,Q1,PHEV,91761,32
2023,Q1,Electric,91762,104
2023,Q1,PHEV,91762,11
2023,Q1,Electric,91763,34
2023,Q1,Hydrogen,91763,1
2023,Q1,PHEV,91763,7
2023,Q1,Electric,91764,52
2023,Q1,Hydrogen,91764,1
2023,Q1,PHEV,91764,8
2023,Q1,Electric,91765,242
2023,Q1,Hydrogen,91765,3
2023,Q1,PHEV,91765,27
2023,Q1,Electric,91766,91
2023,Q1,Hydrogen,91766,1
2023,Q1,PHEV,91766,15
2023,Q1,Electric,91767,38
2023,Q1,Hydrogen,91767,1
2023,Q1,PHEV,91767,5
2023,Q1,Electric,91768,16
2023,Q1,Hydrogen,91768,2
2023,Q1,PHEV,91768,7
2023,Q1,Electric,91770,176
2023,Q1,Hydrogen,91770,6
2023,Q1,PHEV,91770,20
2023,Q1,Electric,91773,73
2023,Q1,Hydrogen,91773,1
2023,Q1,PHEV,91773,9
2023,Q1,Electric,91775,92
2023,Q1,PHEV,91775,15
2023,Q1,Electric,91776,103
2023,Q1,Hydrogen,91776,1
2023,Q1,PHEV,91776,12
2023,Q1,Electric,91780,156
2023,Q1,Hydrogen,91780,5
2023,Q1,PHEV,91780,17
2023,Q1,Electric,91784,84
2023,Q1,PHEV,91784,12
2023,Q1,Electric,91786,54
2023,Q1,PHEV,91786,11
2023,Q1,Electric,91788,1
2023,Q1,Electric,91789,257
2023,Q1,Hydrogen,91789,2
2023,Q1,PHEV,91789,27
2023,Q1,Electric,91790,78
2023,Q1,Hydrogen,91790,2
2023,Q1,PHEV,91790,27
2023,Q1,Electric,91791,90
2023,Q1,Hydrogen,91791,3
2023,Q1,PHEV,91791,22
2023,Q1,Electric,91792,60
2023,Q1,PHEV,91792,5
2023,Q1,Electric,91801,127
2023,Q1,Hydrogen,91801,3
2023,Q1,PHEV,91801,22
2023,Q1,Electric,91802,1
2023,Q1,Electric,91803,75
2023,Q1,PHEV,91803,15
2023,Q1,Electric,91901,25
2023,Q1,PHEV,91901,6
2023,Q1,Electric,91902,30
2023,Q1,PHEV,91902,6
2023,Q1,PHEV,91905,1
2023,Q1,Electric,91906,1
2023,Q1,PHEV,91906,2
2023,Q1,Electric,91910,88
2023,Q1,PHEV,91910,16
2023,Q1,Electric,91911,68
2023,Q1,PHEV,91911,16
2023,Q1,Electric,91913,191
2023,Q1,PHEV,91913,33
2023,Q1,Electric,91914,64
2023,Q1,PHEV,91914,13
2023,Q1,Electric,91915,117
2023,Q1,Hydrogen,91915,2
2023,Q1,PHEV,91915,17
2023,Q1,Electric,91916,2
2023,Q1,PHEV,91916,2
2023,Q1,Electric,91932,8
2023,Q1,Hydrogen,91932,1
2023,Q1,PHEV,91932,3
2023,Q1,Electric,91935,22
2023,Q1,PHEV,91935,2
2023,Q1,Electric,91941,67
2023,Q1,PHEV,91941,7
2023,Q1,Electric,91942,40
2023,Q1,Hydrogen,91942,2
2023,Q1,PHEV,91942,14
2023,Q1,Electric,91945,33
2023,Q1,PHEV,91945,5
2023,Q1,Electric,91948,1
2023,Q1,Electric,91950,29
2023,Q1,Hydrogen,91950,1
2023,Q1,PHEV,91950,7
2023,Q1,Electric,91962,5
2023,Q1,Electric,91963,1
2023,Q1,Electric,91977,53
2023,Q1,PHEV,91977,10
2023,Q1,Electric,91978,17
2023,Q1,PHEV,91978,3
2023,Q1,PHEV,91980,3
2023,Q1,Electric,92003,15
2023,Q1,PHEV,92003,4
2023,Q1,Electric,92004,2
2023,Q1,PHEV,92004,2
2023,Q1,Electric,92007,33
2023,Q1,PHEV,92007,10
2023,Q1,Electric,92008,61
2023,Q1,PHEV,92008,21
2023,Q1,Electric,92009,179
2023,Q1,Hydrogen,92009,1
2023,Q1,PHEV,92009,32
2023,Q1,Electric,92010,76
2023,Q1,Hydrogen,92010,1
2023,Q1,PHEV,92010,8
2023,Q1,Electric,92011,80
2023,Q1,PHEV,92011,21
2023,Q1,Electric,92013,1
2023,Q1,PHEV,92013,1
2023,Q1,Electric,92014,76
2023,Q1,PHEV,92014,19
2023,Q1,Electric,92019,87
2023,Q1,Hydrogen,92019,3
2023,Q1,PHEV,92019,17
2023,Q1,Electric,92020,66
2023,Q1,Hydrogen,92020,2
2023,Q1,PHEV,92020,12
2023,Q1,Electric,92021,46
2023,Q1,Hydrogen,92021,6
2023,Q1,PHEV,92021,19
2023,Q1,Electric,92023,2
2023,Q1,Electric,92024,192
2023,Q1,PHEV,92024,39
2023,Q1,Electric,92025,72
2023,Q1,Hydrogen,92025,2
2023,Q1,PHEV,92025,7
2023,Q1,Electric,92026,109
2023,Q1,Hydrogen,92026,2
2023,Q1,PHEV,92026,13
2023,Q1,Electric,92027,70
2023,Q1,Hydrogen,92027,1
2023,Q1,PHEV,92027,8
2023,Q1,Electric,92028,84
2023,Q1,PHEV,92028,11
2023,Q1,Electric,92029,54
2023,Q1,PHEV,92029,11
2023,Q1,Electric,92030,1
2023,Q1,Electric,92037,172
2023,Q1,PHEV,92037,37
2023,Q1,Electric,92040,46
2023,Q1,PHEV,92040,9
2023,Q1,Electric,92046,1
2023,Q1,Electric,92054,49
2023,Q1,PHEV,92054,10
2023,Q1,Electric,92055,1
2023,Q1,Electric,92056,94
2023,Q1,Hydrogen,92056,4
2023,Q1,PHEV,92056,13
2023,Q1,Electric,92057,178
2023,Q1,Hydrogen,92057,7
2023,Q1,PHEV,92057,19
2023,Q1,Electric,92058,35
2023,Q1,Hydrogen,92058,1
2023,Q1,PHEV,92058,6
2023,Q1,Electric,92060,1
2023,Q1,Electric,92061,3
2023,Q1,PHEV,92061,2
2023,Q1,Electric,92064,143
2023,Q1,PHEV,92064,29
2023,Q1,Electric,92065,39
2023,Q1,PHEV,92065,19
2023,Q1,Electric,92067,78
2023,Q1,PHEV,92067,14
2023,Q1,Electric,92069,98
2023,Q1,PHEV,92069,15
2023,Q1,PHEV,92070,1
2023,Q1,Electric,92071,79
2023,Q1,PHEV,92071,13
2023,Q1,Electric,92075,53
2023,Q1,Hydrogen,92075,1
2023,Q1,PHEV,92075,11
2023,Q1,Electric,92078,163
2023,Q1,Hydrogen,92078,2
2023,Q1,PHEV,92078,24
2023,Q1,Electric,92081,61
2023,Q1,Hydrogen,92081,1
2023,Q1,PHEV,92081,6
2023,Q1,Electric,92082,46
2023,Q1,PHEV,92082,2
2023,Q1,Electric,92083,24
2023,Q1,Hydrogen,92083,5
2023,Q1,PHEV,92083,5
2023,Q1,Electric,92084,67
2023,Q1,Hydrogen,92084,8
2023,Q1,PHEV,92084,7
2023,Q1,Electric,92086,1
2023,Q1,Electric,92091,10
2023,Q1,PHEV,92091,1
2023,Q1,Electric,92092,5
2023,Q1,Electric,92093,1
2023,Q1,PHEV,92093,1
2023,Q1,Electric,92101,772
2023,Q1,PHEV,92101,97
2023,Q1,Electric,92102,32
2023,Q1,PHEV,92102,6
2023,Q1,Electric,92103,88
2023,Q1,PHEV,92103,23
2023,Q1,Electric,92104,62
2023,Q1,Hydrogen,92104,1
2023,Q1,PHEV,92104,14
2023,Q1,Electric,92105,58
2023,Q1,Hydrogen,92105,1
2023,Q1,PHEV,92105,18
2023,Q1,Electric,92106,64
2023,Q1,PHEV,92106,20
2023,Q1,Electric,92107,48
2023,Q1,PHEV,92107,12
2023,Q1,Electric,92108,65
2023,Q1,Hydrogen,92108,1
2023,Q1,PHEV,92108,21
2023,Q1,Electric,92109,75
2023,Q1,PHEV,92109,16
2023,Q1,Electric,92110,52
2023,Q1,PHEV,92110,9
2023,Q1,Electric,92111,78
2023,Q1,Hydrogen,92111,1
2023,Q1,PHEV,92111,32
2023,Q1,Electric,92113,10
2023,Q1,PHEV,92113,4
2023,Q1,Electric,92114,57
2023,Q1,PHEV,92114,9
2023,Q1,Electric,92115,77
2023,Q1,PHEV,92115,9
2023,Q1,Electric,92116,63
2023,Q1,PHEV,92116,12
2023,Q1,Electric,92117,97
2023,Q1,PHEV,92117,16
2023,Q1,Electric,92118,54
2023,Q1,PHEV,92118,18
2023,Q1,Electric,92119,43
2023,Q1,PHEV,92119,14
2023,Q1,Electric,92120,79
2023,Q1,PHEV,92120,15
2023,Q1,Electric,92121,35
2023,Q1,PHEV,92121,5
2023,Q1,Electric,92122,128
2023,Q1,Hydrogen,92122,2
2023,Q1,PHEV,92122,28
2023,Q1,Electric,92123,63
2023,Q1,PHEV,92123,37
2023,Q1,Electric,92124,79
2023,Q1,PHEV,92124,7
2023,Q1,Electric,92126,271
2023,Q1,Hydrogen,92126,2
2023,Q1,PHEV,92126,32
2023,Q1,Electric,92127,350
2023,Q1,PHEV,92127,42
2023,Q1,Electric,92128,197
2023,Q1,Hydrogen,92128,1
2023,Q1,PHEV,92128,23
2023,Q1,Electric,92129,285
2023,Q1,Hydrogen,92129,1
2023,Q1,PHEV,92129,38
2023,Q1,Electric,92130,471
2023,Q1,Hydrogen,92130,2
2023,Q1,PHEV,92130,62
2023,Q1,Electric,92131,200
2023,Q1,PHEV,92131,24
2023,Q1,Electric,92139,17
2023,Q1,PHEV,92139,6
2023,Q1,Electric,92150,1
2023,Q1,Electric,92154,86
2023,Q1,PHEV,92154,35
2023,Q1,PHEV,92160,1
2023,Q1,Electric,92163,1
2023,Q1,Electric,92168,1
2023,Q1,Electric,92169,2
2023,Q1,Electric,92173,11
2023,Q1,PHEV,92173,7
2023,Q1,Electric,92192,1
2023,Q1,PHEV,92192,1
2023,Q1,PHEV,92198,1
2023,Q1,Electric,92201,33
2023,Q1,PHEV,92201,11
2023,Q1,Electric,92203,29
2023,Q1,PHEV,92203,10
2023,Q1,Electric,92210,18
2023,Q1,PHEV,92210,4
2023,Q1,Electric,92211,57
2023,Q1,PHEV,92211,13
2023,Q1,Electric,92220,17
2023,Q1,Hydrogen,92220,1
2023,Q1,PHEV,92220,8
2023,Q1,Electric,92223,82
2023,Q1,Hydrogen,92223,3
2023,Q1,PHEV,92223,11
2023,Q1,Electric,92225,4
2023,Q1,PHEV,92225,2
2023,Q1,Electric,92226,1
2023,Q1,Electric,92227,11
2023,Q1,PHEV,92227,4
2023,Q1,Electric,92230,1
2023,Q1,Electric,92231,17
2023,Q1,PHEV,92231,5
2023,Q1,PHEV,92232,1
2023,Q1,Electric,92234,55
2023,Q1,PHEV,92234,8
2023,Q1,Electric,92236,6
2023,Q1,PHEV,92236,4
2023,Q1,Electric,92240,15
2023,Q1,PHEV,92240,2
2023,Q1,Electric,92241,6
2023,Q1,PHEV,92241,1
2023,Q1,Electric,92243,15
2023,Q1,PHEV,92243,10
2023,Q1,Electric,92249,1
2023,Q1,PHEV,92249,3
2023,Q1,Electric,92251,17
2023,Q1,PHEV,92251,8
2023,Q1,Electric,92252,2
2023,Q1,PHEV,92252,1
2023,Q1,Electric,92253,71
2023,Q1,PHEV,92253,16
2023,Q1,Electric,92254,1
2023,Q1,Electric,92256,2
2023,Q1,PHEV,92256,1
2023,Q1,PHEV,92257,1
2023,Q1,Electric,92260,46
2023,Q1,Hydrogen,92260,1
2023,Q1,PHEV,92260,10
2023,Q1,PHEV,92261,1
2023,Q1,Electric,92262,71
2023,Q1,PHEV,92262,10
2023,Q1,Electric,92264,69
2023,Q1,PHEV,92264,19
2023,Q1,Electric,92268,1
2023,Q1,Electric,92270,82
2023,Q1,Hydrogen,92270,1
2023,Q1,PHEV,92270,20
2023,Q1,Electric,92274,3
2023,Q1,PHEV,92274,2
2023,Q1,Electric,92276,6
